,Address,Sale Date,Sale Price,Acres,Year  Built,Square Ft,price_number,price_sf,Year,lat,long,GEOID
13450,4255 LONGMONT DR,10/27/22,"$394,000 ",0.56,1999,"1,721",394000,228.9366647,2022,34.2759193,-84.1987892,13117130301
13452,4255 MADISON HALL DR,12/9/19,"$394,633 ",0.22,2019,"2,878",394633,137.1205698,2019,34.2490661,-84.2247304,13117130301
13460,4255 STANDING ROCK WAY,10/15/21,"$533,000 ",0.31,2015,"3,094",533000,172.2689076,2021,34.2619361,-84.2049667,13117130301
13477,4260 GRANDVIEW POINTE WAY,6/17/22,"$518,711 ",0.27,2022,"3,118",518711,166.3601668,2022,34.2847879,-84.1763811,13117130301
13478,4260 GREEN SUMMERS DR,12/13/22,"$555,000 ",1.1,2003,"2,701",555000,205.4794521,2022,34.283689,-84.191602,13117130301
13480,4260 MADISON HALL DR,4/11/19,"$332,267 ",0.21,2018,"2,926",332267,113.5567327,2019,34.2493103,-84.224401,13117130301
13482,4260 MORNING MIST LN,8/20/21,"$585,000 ",0.79,2004,"3,530",585000,165.7223796,2021,34.2883872,-84.1921786,13117130301
13497,4265 GRANDVIEW POINTE WAY,8/17/22,"$598,739 ",0.27,2022,"3,314",598739,180.6695836,2022,34.2843399,-84.1764457,13117130301
13500,4265 HURT BRIDGE RD,9/26/18,"$184,500 ",1.5,1963,"1,393",184500,132.4479541,2018,34.2738448,-84.2107318,13117130301
13503,4265 RIDGEBROOK BND,9/23/22,"$365,000 ",0.63,1998,"1,815",365000,201.1019284,2022,34.2750681,-84.1890275,13117130301
13506,4265 TAYLORS WOOD DR,9/30/22,"$900,000 ",2.0,1994,"3,174",900000,283.5538752,2022,34.2719117,-84.2096406,13117130301
13512,4270 BIRCH SPRINGS CT,7/31/19,"$270,000 ",0.3,2017,"2,266",270000,119.152692,2019,34.2824429,-84.1821892,13117130301
13513,4270 BIRCH SPRINGS CT,3/28/22,"$500,000 ",0.3,2017,"2,266",500000,220.6531333,2022,34.2824429,-84.1821892,13117130301
13518,4270 ELMHURST LN,11/8/19,"$243,000 ",0.46,1997,"1,763",243000,137.8332388,2019,34.2727157,-84.1959886,13117130301
13519,4270 GRANDVIEW POINTE WAY,6/24/22,"$499,113 ",0.27,2022,"2,542",499113,196.3465775,2022,34.2847721,-84.1765862,13117130301
13523,4270 MADISON HALL DR,1/24/19,"$351,006 ",0.23,2018,"2,520",351006,139.2880952,2019,34.2494891,-84.2245245,13117130301
13526,4270 RIDGEBROOK BND,4/11/22,"$400,000 ",0.59,1997,"1,821",400000,219.6595277,2022,34.2755871,-84.1890275,13117130301
13527,4270 RIDGEBROOK BND,4/6/20,"$253,000 ",0.59,1997,"1,821",253000,138.9346513,2020,34.2755871,-84.1890275,13117130301
13532,4275 COOL CREEK CT,6/11/21,"$485,000 ",0.77,2003,"2,662",485000,182.1938392,2021,34.2872398,-84.1930642,13117130301
13537,4275 ELMHURST LN,11/7/22,"$375,000 ",0.46,1997,"1,588",375000,236.1460957,2022,34.2732032,-84.1962357,13117130301
13538,4275 GRANDVIEW POINTE WAY,8/18/22,"$580,573 ",0.27,2022,"3,118",580573,186.200449,2022,34.2843071,-84.1766703,13117130301
13542,4275 HURT BRIDGE LN,9/17/21,"$720,000 ",2.75,1998,"3,844",720000,187.3048907,2021,34.271208,-84.2083059,13117130301
13544,4275 MADISON HALL DR,3/30/20,"$375,060 ",0.21,2019,"2,878",375060,130.3196664,2020,34.2492037,-84.224895,13117130301
13545,4275 RIDGEBROOK BND,2/25/21,"$305,000 ",0.68,1997,"2,153",305000,141.6627961,2021,34.2750404,-84.1893571,13117130301
13560,4280 ELMHURST LN,6/14/22,"$445,000 ",0.46,1997,"1,603",445000,277.6044916,2022,34.2728751,-84.1957003,13117130301
13561,4280 ELMHURST LN,4/1/19,"$242,500 ",0.46,1997,"1,603",242500,151.2788522,2019,34.2728751,-84.1957003,13117130301
13562,4280 GOLDEN KNOLL RD,12/30/22,"$489,284 ",0.55,2022,"2,447",489284,199.952595,2022,34.2778757,-84.1906484,13117130301
13563,4280 GRANDVIEW POINTE WAY,6/28/22,"$540,201 ",0.27,2022,"3,116",540201,173.3636072,2022,34.2847386,-84.1767922,13117130301
13564,4280 HURT BRIDGE CT,7/22/20,"$506,000 ",5.44,1995,"2,895",506000,174.7841105,2020,34.2767485,-84.2094759,13117130301
13566,4280 MADISON HALL DR,1/31/19,"$327,783 ",0.22,2018,"2,442",327783,134.2272727,2019,34.2495421,-84.2247304,13117130301
13570,4280 RIDGEBROOK BND,4/30/21,"$305,000 ",0.6,1997,"2,212",305000,137.8842676,2021,34.2755123,-84.1892747,13117130301
13578,4285 BIRCH SPRINGS CT,3/2/18,"$267,000 ",0.31,2017,"2,266",267000,117.8287732,2018,34.2826865,-84.182766,13117130301
13579,4285 BIRCH SPRINGS CT,11/1/21,"$415,000 ",0.31,2017,"2,266",415000,183.1421006,2021,34.2826865,-84.182766,13117130301
13587,4285 GRANDVIEW POINTE WAY,8/15/22,"$621,306 ",0.27,2022,"3,314",621306,187.4791792,2022,34.2842809,-84.176882,13117130301
13592,4285 HUNTERS WALK WAY,10/22/20,"$395,000 ",0.24,2015,"3,060",395000,129.0849673,2020,34.2631659,-84.2071904,13117130301
13593,4285 HURT BRIDGE RD,11/10/22,"$334,000 ",1.04,1951,"1,356",334000,246.3126844,2022,34.2743491,-84.210735,13117130301
13594,4285 HURT BRIDGE RD,4/11/22,"$228,750 ",1.04,1951,"1,356",228750,168.6946903,2022,34.2743491,-84.210735,13117130301
13596,4285 MADISON HALL DR,4/30/20,"$366,301 ",0.21,2020,"2,840",366301,128.9792254,2020,34.2492999,-84.2251009,13117130301
13603,4286 YELLOW CREEK TRL,5/16/22,"$900,000 ",5.24,2006,"3,982",900000,226.0170768,2022,34.265405,-84.218225,13117130301
13606,4290 BIRCH SPRINGS CT,3/2/18,"$265,027 ",0.34,2017,"2,266",265027,116.9580759,2018,34.2827406,-84.1825394,13117130301
13612,4290 GRANDVIEW POINTE WAY,6/28/22,"$553,984 ",0.27,2022,"3,187",553984,173.8261688,2022,34.2846987,-84.1770258,13117130301
13614,4290 MADISON HALL DR,7/31/19,"$306,900 ",0.21,2019,"2,905",306900,105.6454389,2019,34.2496383,-84.2249362,13117130301
13617,4290 RIDGEBROOK BND,5/31/22,"$427,777 ",0.59,1997,"2,212",427777,193.3892405,2022,34.2754668,-84.1901397,13117130301
13618,4290 RIDGEBROOK BND,3/27/20,"$258,000 ",0.59,1997,"2,212",258000,116.636528,2020,34.2754668,-84.1901397,13117130301
13621,4292 HURT BRIDGE RD,3/18/22,"$400,000 ",1.02,2003,"1,345",400000,297.3977695,2022,34.2755528,-84.2100668,13117130301
13622,4294 HURT BRIDGE RD,4/20/18,"$225,000 ",1.04,2003,"1,749",225000,128.64494,2018,34.2753908,-84.2095788,13117130301
13627,4295 GRANDVIEW POINTE WAY,9/27/22,"$653,239 ",0.29,2022,"3,311",653239,197.2935669,2022,34.2842559,-84.1771515,13117130301
13631,4295 MADISON HALL DR,6/24/20,"$378,662 ",0.24,2020,"2,907",378662,130.2586859,2020,34.2493529,-84.2253067,13117130301
13632,4295 RIDGEBROOK BND,8/7/19,"$228,000 ",0.66,1997,"1,821",228000,125.2059308,2019,34.274924,-84.1905516,13117130301
13637,4298 HURT BRIDGE RD,12/1/20,"$245,000 ",1.04,2003,"1,616",245000,151.6089109,2020,34.27554,-84.2099906,13117130301
13638,4298 HURT BRIDGE RD,10/29/19,"$215,000 ",1.04,2003,"1,616",215000,133.0445545,2019,34.27554,-84.2099906,13117130301
13676,4305 MADISON HALL DR,2/24/20,"$358,747 ",0.27,2019,"2,698",358747,132.9677539,2020,34.2494472,-84.2254714,13117130301
13682,4305 SERENITY LAKE DR,6/7/22,"$708,708 ",0.24,2022,"3,671",708708,193.0558431,2022,34.2489616,-84.2221528,13117130301
13706,4310 GRANDVIEW POINTE WAY,6/27/22,"$563,760 ",0.29,2022,"3,314",563760,170.1146651,2022,34.2847829,-84.1763596,13117130301
13710,4310 HUNTERS WALK WAY,12/23/21,"$602,000 ",0.22,2015,"3,060",602000,196.7320261,2021,34.2638639,-84.207314,13117130301
13711,4310 MADISON HALL DR,5/9/19,"$296,570 ",0.21,2019,"1,979",296570,149.8585144,2019,34.2497759,-84.2251009,13117130301
13715,4310 MORNING MIST LN,4/30/19,"$436,000 ",1.05,2003,"3,190",436000,136.677116,2019,34.287782,-84.193562,13117130301
13720,4310 RIDGEBROOK BND,9/11/20,"$258,000 ",0.6,1997,"1,772",258000,145.5981941,2020,34.2754411,-84.1905104,13117130301
13726,4310 TAYLORS WOOD DR,7/10/20,"$775,000 ",2.05,2002,"3,399",775000,228.0082377,2020,34.2719949,-84.211242,13117130301
13754,4315 GRANDVIEW POINTE WAY,9/28/22,"$625,390 ",0.29,2022,"3,168",625390,197.4084596,2022,34.284191,-84.1776965,13117130301
13755,4315 GREEN SUMMERS DR,5/31/18,"$418,884 ",0.6,2005,"2,757",418884,151.9347116,2018,34.2823881,-84.1928994,13117130301
13760,4315 MADISON HALL DR,3/31/20,"$358,391 ",0.25,2019,"2,512",358391,142.6715764,2020,34.249628,-84.225636,13117130301
13767,4315 SPRING RIDGE DR,3/9/20,"$293,227 ",0.27,2016,"2,735",293227,107.2127971,2020,34.28432,-84.1834663,13117130301
13796,4320 GRANDVIEW POINTE WAY,6/28/22,"$514,630 ",0.29,2022,"2,542",514630,202.4508261,2022,34.2846419,-84.1775643,13117130301
13799,4320 LONGMONT DR,8/13/20,"$285,000 ",0.46,1999,"1,721",285000,165.6013945,2020,34.275666,-84.1980067,13117130301
13800,4320 MADISON HALL DR,2/7/19,"$319,464 ",0.21,2018,"2,662",319464,120.0090158,2019,34.2499134,-84.2252655,13117130301
13803,4320 MORNING MIST LN,7/26/19,"$399,000 ",0.88,2003,"2,563",399000,155.6769411,2019,34.2875364,-84.1938468,13117130301
13809,4320 SERENITY LAKE DR,10/21/21,"$616,066 ",0.22,2021,"3,663",616066,168.1861862,2021,34.2482821,-84.222322,13117130301
13810,4320 SPRING RIDGE DR,2/21/20,"$315,000 ",0.29,2016,"2,730",315000,115.3846154,2020,34.284599,-84.1838783,13117130301
13811,4320 STARWOOD DR,6/29/22,"$686,485 ",0.21,2022,"3,626",686485,189.3229454,2022,34.249029,-84.221871,13117130301
13813,4320 TAYLORS WOOD DR,7/2/21,"$680,000 ",2.03,2003,"3,146",680000,216.1474889,2021,34.271305,-84.2114524,13117130301
13831,4325 GRANDVIEW POINTE WAY,9/28/22,"$641,643 ",0.29,2022,"3,311",641643,193.7913017,2022,34.2841572,-84.1779513,13117130301
13832,4325 HUNTERS WALK WAY,8/13/21,"$510,000 ",0.22,2015,"2,782",510000,183.3213515,2021,34.2642087,-84.2077464,13117130301
13834,4325 HURT BRIDGE RD,10/10/19,"$224,900 ",1.0,2003,"1,223",224900,183.8920687,2019,34.275071,-84.2119671,13117130301
13837,4325 JESTON CT,2/22/19,"$337,500 ",0.23,2015,"2,778",337500,121.4902808,2019,34.26325,-84.2080552,13117130301
13839,4325 LONGMONT DR,7/25/18,"$258,000 ",0.61,1998,"1,796",258000,143.6525612,2018,34.2761496,-84.1981714,13117130301
13840,4325 MADISON HALL DR,5/16/19,"$335,045 ",0.21,2019,"2,639",335045,126.9590754,2019,34.2497617,-84.2257184,13117130301
13844,4325 PISGAH RD,4/6/18,"$160,000 ",0.75,2001,"2,278",160000,70.23705004,2018,34.2741626,-84.2119671,13117130301
13869,4330 GRANDVIEW POINTE WAY,8/12/22,"$575,000 ",0.29,2022,"3,118",575000,184.4130853,2022,34.2846207,-84.1777419,13117130301
13874,4330 JESTON CT,6/21/22,"$650,000 ",1.17,2016,"2,593",650000,250.6748939,2022,34.2635664,-84.2083435,13117130301
13876,4330 MADISON HALL DR,3/7/19,"$340,650 ",0.21,2018,"2,520",340650,135.1785714,2019,34.2500884,-84.2253067,13117130301
13881,4330 SERENITY LAKE DR,7/1/21,"$528,166 ",0.22,2021,"3,667",528166,144.0321789,2021,34.2480845,-84.2222603,13117130301
13885,4330 TAYLORS WOOD DR,6/29/18,"$500,000 ",2.3,2001,"2,471",500000,202.3472278,2018,34.2704515,-84.2116994,13117130301
13907,4335 GRANDVIEW POINTE WAY,9/28/22,"$594,883 ",0.29,2022,"3,189",594883,186.5421762,2022,34.2841388,-84.1780522,13117130301
13911,4335 MADISON HALL DR,10/25/19,"$374,135 ",0.21,2019,"2,966",374135,126.1412677,2019,34.2499367,-84.2257595,13117130301
13915,4335 MORNING MIST LN,4/12/19,"$428,000 ",0.67,2004,"3,222",428000,132.8367474,2019,34.2866967,-84.1943822,13117130301
13948,4340 GRANDVIEW POINTE WAY,7/19/22,"$597,174 ",0.29,2022,"3,314",597174,180.1973446,2022,34.2845996,-84.1779194,13117130301
13952,4340 LONGMONT DR,7/6/20,"$270,000 ",0.46,1999,"1,568",270000,172.1938776,2020,34.2758983,-84.1974301,13117130301
13953,4340 LONGMONT DR,7/23/19,"$250,000 ",0.46,1999,"1,568",250000,159.4387755,2019,34.2758983,-84.1974301,13117130301
13954,4340 MADISON HALL DR,1/30/19,"$308,865 ",0.27,2018,"2,817",308865,109.6432375,2019,34.2502673,-84.2254302,13117130301
13960,4340 SERENITY LAKE DR,9/3/21,"$595,540 ",0.34,2021,"3,663",595540,162.5825826,2021,34.2479018,-84.2220544,13117130301
13962,4340 TAYLORS WOOD DR,12/12/19,"$470,000 ",2.45,1986,"4,510",470000,104.2128603,2019,34.2698265,-84.2112877,13117130301
13974,4345 GRANDVIEW POINTE WAY,9/27/22,"$604,113 ",0.28,2022,"3,311",604113,182.4563576,2022,34.2843141,-84.1782039,13117130301
13981,4345 MADISON HALL DR,3/27/20,"$381,366 ",0.21,2019,"2,907",381366,131.1888545,2020,34.2501136,-84.2258419,13117130301
14005,4350 GRANDVIEW POINTE WAY,7/20/22,"$545,457 ",0.31,2022,"2,542",545457,214.5778914,2022,34.2845682,-84.1781153,13117130301
14014,4350 SERENITY LAKE DR,10/22/21,"$613,458 ",0.23,2021,"3,137",613458,195.5556264,2021,34.2479089,-84.2217456,13117130301
14017,4350 TAYLORS WOOD DR,5/2/19,"$580,000 ",4.32,2002,"3,061",580000,189.4805619,2019,34.2694345,-84.210773,13117130301
14029,4355 GRANDVIEW POINTE WAY,6/28/22,"$614,862 ",0.41,2022,"3,632",614862,169.2901982,2022,34.2843102,-84.1783071,13117130301
14030,4355 HUNTERS WALK WAY,7/13/20,"$405,000 ",0.21,2016,"3,168",405000,127.8409091,2020,34.264853,-84.2071904,13117130301
14036,4355 SERENITY LAKE DR,8/12/22,"$736,170 ",0.24,2022,"3,739",736170,196.8895427,2022,34.248271,-84.221791,13117130301
14039,4355 TAYLORS WOOD DR,3/18/20,"$945,000 ",3.7,2007,"3,512",945000,269.0774487,2020,34.268879,-84.209993,13117130301
14055,4360 GRANDVIEW POINTE WAY,6/24/22,"$586,289 ",0.43,2022,"2,907",586289,201.6818025,2022,34.2843131,-84.1782311,13117130301
14061,4360 SERENITY LAKE DR,7/2/21,"$524,448 ",0.21,2021,"3,687",524448,142.2424736,2021,34.2480516,-84.2215604,13117130301
14071,4365 GRANDVIEW POINTE WAY,7/22/22,"$605,524 ",0.41,2022,"3,295",605524,183.7705615,2022,34.2840913,-84.1786462,13117130301
14075,4365 SERENITY LAKE DR,4/1/22,"$727,135 ",0.21,2021,"3,615",727135,201.1438451,2022,34.2484429,-84.2216015,13117130301
14087,4370 GRANDVIEW POINTE WAY,7/21/22,"$638,761 ",0.38,2022,"3,802",638761,168.0065755,2022,34.2843547,-84.1787286,13117130301
14095,4370 SERENITY LAKE DR,3/31/21,"$496,449 ",0.21,2020,"3,667",496449,135.3828743,2021,34.2481265,-84.2213134,13117130301
14108,4375 SERENITY LAKE DR,3/25/22,"$765,926 ",0.21,2021,"3,671",765926,208.6423318,2022,34.2485178,-84.2213545,13117130301
14125,4380 SERENITY LAKE DR,4/8/21,"$468,597 ",0.22,2021,"2,480",468597,188.9504032,2021,34.2481375,-84.2210869,13117130301
14136,4385 ELMHURST LN,12/29/21,"$355,000 ",0.59,1998,"1,477",355000,240.352065,2021,34.2749303,-84.1943411,13117130301
14140,4385 SERENITY LAKE DR,3/4/22,"$603,335 ",0.23,2021,"3,615",603335,166.8976487,2022,34.248515,-84.221123,13117130301
14152,4390 HUNTERS WALK WAY,8/12/22,"$585,000 ",0.21,2016,"2,852",585000,205.1192146,2022,34.2651583,-84.2063257,13117130301
14159,4390 SERENITY LAKE DR,8/31/21,"$642,244 ",0.25,2021,"3,622",642244,177.3175041,2021,34.2481898,-84.2208193,13117130301
14178,4395 SERENITY LAKE DR,2/1/22,"$651,164 ",0.28,2021,"3,596",651164,181.080089,2022,34.248577,-84.220919,13117130301
14205,4405 KENDALL POINTE DR,6/11/21,"$464,480 ",0.25,2021,"3,702",464480,125.467315,2021,34.2493,-84.222097,13117130301
14206,4405 LONGMONT DR,11/29/18,"$250,000 ",0.77,1998,"1,754",250000,142.5313569,2018,34.276512,-84.1966887,13117130301
14208,4405 MADISON HALL DR,2/20/20,"$380,030 ",0.21,2019,"2,907",380030,130.7292742,2020,34.2502512,-84.2260065,13117130301
14213,4405 SERENITY LAKE DR,8/24/22,"$805,382 ",0.27,2022,"3,672",805382,219.33061,2022,34.248464,-84.220783,13117130301
14251,4410 KENDALL POINTE DR,5/14/21,"$512,501 ",0.22,2021,"3,682",512501,139.1909288,2021,34.2493427,-84.2217912,13117130301
14253,4410 MADISON HALL DR,3/11/19,"$323,032 ",0.27,2018,"2,835",323032,113.9442681,2019,34.2505203,-84.2257572,13117130301
14259,4410 STARWOOD DR,6/22/22,"$760,748 ",0.21,2022,"3,851",760748,197.5455726,2022,34.24908,-84.221627,13117130301
14287,4415 KENDALL POINTE DR,4/23/21,"$467,313 ",0.24,2021,"3,645",467313,128.2065844,2021,34.2494034,-84.2221748,13117130301
14290,4415 MADISON HALL DR,8/8/19,"$379,494 ",0.21,2019,"2,907",379494,130.5448916,2019,34.2503887,-84.2261712,13117130301
14292,4415 MONTROSE DR,11/30/22,"$354,000 ",0.46,1998,"1,477",354000,239.6750169,2022,34.2756727,-84.1963181,13117130301
14314,4415 WESSINGTON LN,3/29/22,"$430,300 ",0.58,1997,"1,980",430300,217.3232323,2022,34.2749459,-84.1946706,13117130301
14355,4420 KENDALL POINTE DR,5/13/21,"$511,125 ",0.21,2021,"3,687",511125,138.6289666,2021,34.2496435,-84.221828,13117130301
14357,4420 LONGMONT DR,10/28/20,"$266,000 ",0.48,1998,"1,690",266000,157.3964497,2020,34.2760129,-84.1961945,13117130301
14358,4420 MADISON HALL DR,8/29/19,"$334,498 ",0.21,2019,"2,905",334498,115.145611,2019,34.250678,-84.225883,13117130301
14366,4420 SLOAN RDG,3/29/19,"$460,000 ",0.65,2005,"3,502",460000,131.3535123,2019,34.2832402,-84.1930848,13117130301
14368,4420 STARWOOD DR,4/26/22,"$601,035 ",0.21,2022,"3,390",601035,177.2964602,2022,34.2491688,-84.2213957,13117130301
14399,4425 KENDALL POINTE DR,3/17/21,"$455,395 ",0.21,2020,"3,683",455395,123.6478414,2021,34.2496667,-84.222322,13117130301
14400,4425 MADISON HALL DR,9/8/21,"$540,000 ",0.22,2019,"2,928",540000,184.4262295,2021,34.250483,-84.2263359,13117130301
14401,4425 MADISON HALL DR,9/6/19,"$376,055 ",0.22,2019,"2,928",376055,128.4340847,2019,34.250483,-84.2263359,13117130301
14403,4425 MONTROSE DR,8/28/20,"$290,000 ",0.47,1998,"1,659",290000,174.8040989,2020,34.2753473,-84.1962975,13117130301
14404,4425 MONTROSE DR,12/4/18,"$265,000 ",0.47,1998,"1,659",265000,159.73478,2018,34.2753473,-84.1962975,13117130301
14411,4425 SLOAN RDG,6/15/20,"$450,000 ",0.61,2005,"3,426",450000,131.3485114,2020,34.2830945,-84.1936614,13117130301
14438,4430 ELMHURST LN,6/25/21,"$355,000 ",1.12,1998,"1,667",355000,212.9574085,2021,34.2758281,-84.1936614,13117130301
14439,4430 ELMHURST LN,8/30/19,"$267,500 ",1.12,1998,"1,667",267500,160.4679064,2019,34.2758281,-84.1936614,13117130301
14443,4430 HUNTERS WALK WAY,10/25/19,"$371,500 ",0.23,2016,"3,159",371500,117.6005065,2019,34.2657698,-84.2064492,13117130301
14447,4430 KENDALL POINTE DR,5/31/22,"$696,980 ",0.21,2022,"3,642",696980,191.372872,2022,34.2498411,-84.2218897,13117130301
14448,4430 LONGMONT DR,3/11/22,"$391,000 ",0.48,1998,"2,040",391000,191.6666667,2022,34.2760366,-84.1957826,13117130301
14449,4430 LONGMONT DR,3/2/20,"$264,000 ",0.48,1998,"2,040",264000,129.4117647,2020,34.2760366,-84.1957826,13117130301
14450,4430 MADISON HALL DR,9/13/19,"$314,432 ",0.21,2019,"2,642",314432,119.012869,2019,34.2507723,-84.2260477,13117130301
14458,4430 STARWOOD DR,4/22/22,"$687,010 ",0.24,2021,"3,727",687010,184.3332439,2022,34.2491985,-84.2211075,13117130301
14479,4435 KENDALL POINTE DR,5/7/21,"$429,503 ",0.21,2021,"3,572",429503,120.2416013,2021,34.2498624,-84.2223426,13117130301
14480,4435 MADISON HALL DR,2/18/20,"$388,994 ",0.21,2019,"2,907",388994,133.8128655,2020,34.2505773,-84.2265005,13117130301
14481,4435 MONTROSE DR,8/10/21,"$360,000 ",0.99,1998,"1,540",360000,233.7662338,2021,34.275073,-84.1964416,13117130301
14485,4435 STARWOOD DR,8/9/22,"$756,775 ",0.25,2022,"3,681",756775,205.5895137,2022,34.24955,-84.221335,13117130301
14512,4440 KENDALL POINTE DR,6/30/22,"$720,365 ",0.21,2021,"3,454",720365,208.559641,2022,34.250014,-84.221987,13117130301
14513,4440 LONGMONT DR,8/28/20,"$225,000 ",0.48,1998,"1,981",225000,113.5790005,2020,34.276023,-84.1954943,13117130301
14514,4440 MADISON HALL DR,7/29/19,"$319,667 ",0.21,2019,"2,660",319667,120.1755639,2019,34.2508666,-84.2262124,13117130301
14518,4440 SLOAN RDG,7/10/19,"$485,000 ",0.66,2005,"2,559",485000,189.527159,2019,34.2838387,-84.1933937,13117130301
14519,4440 STARWOOD DR,7/20/21,"$532,230 ",0.33,2021,"3,663",532230,145.2989353,2021,34.2493638,-84.2209428,13117130301
14526,4441 WATSON RD,5/14/21,"$405,000 ",2.37,1995,"1,870",405000,216.5775401,2021,34.2536023,-84.2255012,13117130301
14549,4445 KENDALL POINTE DR,7/14/21,"$466,655 ",0.21,2021,"3,544",466655,131.6746614,2021,34.2500807,-84.2223838,13117130301
14550,4445 LONGMONT DR,7/30/21,"$320,000 ",0.54,1998,"1,603",320000,199.6257018,2021,34.2765342,-84.1953296,13117130301
14551,4445 LONGMONT DR,4/22/19,"$248,500 ",0.54,1998,"1,603",248500,155.0218341,2019,34.2765342,-84.1953296,13117130301
14552,4445 LONGMONT DR,7/20/18,"$245,200 ",0.54,1998,"1,603",245200,152.963194,2018,34.2765342,-84.1953296,13117130301
14553,4445 MADISON HALL DR,11/7/19,"$383,475 ",0.21,2019,"2,669",383475,143.6774073,2019,34.2506716,-84.2266652,13117130301
14555,4445 STARWOOD DR,4/6/22,"$690,150 ",0.26,2021,"3,618",690150,190.7545605,2022,34.2496273,-84.2210252,13117130301
14578,4450 GREEN SUMMERS DR,7/27/21,"$535,000 ",0.61,2005,"3,425",535000,156.2043796,2021,34.2827353,-84.1947529,13117130301
14582,4450 KENDALL POINTE DR,7/26/22,"$738,215 ",0.23,2022,"3,671",738215,201.0937074,2022,34.250204,-84.222049,13117130301
14583,4450 MADISON HALL DR,8/16/19,"$347,991 ",0.21,2019,"2,525",347991,137.8182178,2019,34.2510041,-84.226377,13117130301
14587,4450 PISGAH RD,9/26/19,"$129,000 ",1.03,1984,"1,344",129000,95.98214286,2019,34.2741605,-84.2155905,13117130301
14618,4455 MADISON HALL DR,6/20/19,"$362,248 ",0.22,2018,"2,928",362248,123.7185792,2019,34.2508091,-84.2268299,13117130301
14647,4460 KENDALL POINTE DR,5/26/22,"$668,260 ",0.23,2022,"3,691",668260,181.0512056,2022,34.250393,-84.222113,13117130301
14648,4460 MADISON HALL DR,3/4/22,"$591,700 ",0.21,2019,"2,816",591700,210.1207386,2022,34.2511004,-84.2265829,13117130301
14649,4460 MADISON HALL DR,7/18/19,"$316,774 ",0.21,2019,"2,816",316774,112.490767,2019,34.2511004,-84.2265829,13117130301
14653,4460 SLOAN RDG,10/17/19,"$445,000 ",0.66,2008,"2,626",445000,169.4592536,2019,34.28432,-84.194057,13117130301
14675,4465 HUNTERS WALK WAY,2/21/20,"$382,350 ",0.31,2016,"2,644",382350,144.6104387,2020,34.2654832,-84.2072522,13117130301
14677,4465 KENDALL POINTE DR,12/22/21,"$550,240 ",0.21,2021,"3,667",550240,150.0518135,2021,34.250313,-84.222443,13117130301
14679,4465 LONGMONT DR,1/28/22,"$365,000 ",0.57,1998,"1,656",365000,220.410628,2022,34.2765631,-84.1945676,13117130301
14680,4465 MADISON HALL DR,11/27/19,"$351,971 ",0.24,2019,"2,527",351971,139.2841314,2019,34.2508621,-84.2270357,13117130301
14701,4470 KENDALL POINTE DR,2/18/22,"$541,576 ",0.21,2021,"2,921",541576,185.4077371,2022,34.2505941,-84.2222603,13117130301
14702,4470 MADISON HALL DR,2/14/19,"$293,920 ",0.22,2018,"1,958",293920,150.1123596,2019,34.2512566,-84.2266858,13117130301
14718,4475 KENDALL POINTE DR,1/11/22,"$544,652 ",0.21,2021,"3,560",544652,152.9921348,2022,34.250504,-84.222617,13117130301
14719,4475 MADISON HALL DR,1/28/20,"$390,805 ",0.3,2019,"2,926",390805,133.5628845,2020,34.2509996,-84.2272003,13117130301
14739,4480 KENDALL POINTE DR,3/4/22,"$645,218 ",0.23,2021,"3,657",645218,176.4336888,2022,34.250721,-84.222494,13117130301
14740,4480 MADISON HALL DR,1/28/19,"$317,475 ",0.29,2018,"2,440",317475,130.1127049,2019,34.2513341,-84.2269534,13117130301
14743,4480 SANDY CREEK DR,7/29/21,"$555,555 ",0.21,2021,"2,850",555555,194.9315789,2021,34.2536333,-84.2269558,13117130301
14756,4485 KENDALL POINTE DR,5/28/21,"$480,280 ",0.21,2021,"3,784",480280,126.9238901,2021,34.2506212,-84.2228366,13117130301
14758,4485 LONGMONT DR,10/30/20,"$263,000 ",0.62,1998,"1,640",263000,160.3658537,2020,34.2765525,-84.193888,13117130301
14759,4485 MADISON HALL DR,4/25/22,"$623,000 ",0.29,2018,"2,835",623000,219.7530864,2022,34.2512159,-84.2272003,13117130301
14760,4485 MADISON HALL DR,1/25/19,"$332,119 ",0.29,2018,"2,835",332119,117.1495591,2019,34.2512159,-84.2272003,13117130301
14762,4485 SLOAN RDG,11/16/18,"$467,000 ",0.6,2005,"3,791",467000,123.1864943,2018,34.2835138,-84.1947529,13117130301
14777,4490 KENDALL POINTE DR,3/16/22,"$650,535 ",0.21,2021,"3,678",650535,176.8719413,2022,34.2509125,-84.2225896,13117130301
14781,4490 SANDY CREEK DR,10/8/21,"$550,930 ",0.21,2021,"2,907",550930,189.5184039,2021,34.253327,-84.227039,13117130301
14782,4490 SEWELL RD,7/9/21,"$272,900 ",0.77,1987,"2,088",272900,130.6992337,2021,34.264028,-84.225979,13117130301
14797,4495 WATSON RD,1/26/18,"$147,000 ",0.52,1961,"1,064",147000,138.1578947,2018,34.253538,-84.2276316,13117130301
14824,4505 SEACLIFF CT,8/27/21,"$549,730 ",0.21,2021,"2,907",549730,189.1056072,2021,34.2533912,-84.2266931,13117130301
14845,4510 KENDALL POINTE DR,9/22/21,"$578,088 ",0.22,2021,"3,608",578088,160.2239468,2021,34.25105,-84.2227543,13117130301
