,Address,Sale Date,Sale Price,Acres,Year  Built,Square Ft,price_number,price_sf,Year,lat,long,GEOID
26718,6585 FIELDS POND OVLK,3/5/20,"$365,000 ",0.86,2005,"3,208",365000,113.7780549,2020,34.3173417,-84.1499853,13117130203
26719,6585 LANTANA VILLAGE WAY,2/1/22,"$485,000 ",0.23,2021,"2,552",485000,190.0470219,2022,34.3108005,-84.1601449,13117130203
26720,6585 PHEASANT PL,8/26/20,"$293,397 ",0.37,2020,"2,250",293397,130.3986667,2020,34.3107023,-84.158991,13117130203
26721,6590 LANTANA VILLAGE WAY,12/6/21,"$392,050 ",0.27,2021,"2,552",392050,153.6246082,2021,34.3108693,-84.1606807,13117130203
26722,6590 PHEASANT PL,3/16/21,"$347,770 ",0.23,2021,"2,345",347770,148.3027719,2021,34.3108615,-84.1596092,13117130203
26723,6595 LANTANA VILLAGE WAY,12/6/21,"$438,990 ",0.21,2021,"2,000",438990,219.495,2021,34.3106354,-84.1603098,13117130203
26724,6595 PHEASANT PL,8/10/21,"$419,541 ",0.21,2021,"1,988",419541,211.0367203,2021,34.3108865,-84.1592725,13117130203
26725,6605 DAHLONEGA HWY,8/12/20,"$169,000 ",0.57,1958,"1,215",169000,139.0946502,2020,34.3326098,-84.1081955,13117130203
26726,6605 LANTANA VILLAGE WAY,9/9/21,"$395,149 ",0.21,2021,"3,072",395149,128.6292318,2021,34.3104271,-84.1604746,13117130203
26727,6605 PIRKLE DR,7/16/21,"$830,000 ",5.5,1996,"2,075",830000,400.0,2021,34.3252499,-84.1282,13117130203
26728,6610 LANTANA VILLAGE WAY,9/24/21,"$352,027 ",0.27,2021,"1,852",352027,190.0793737,2021,34.3106835,-84.1608661,13117130203
26729,6615 LANTANA VILLAGE WAY,12/6/21,"$427,464 ",0.22,2021,"2,304",427464,185.53125,2021,34.3102129,-84.1605158,13117130203
26730,6615 WESLEY TRAIL HOLW,10/14/22,"$644,900 ",1.3,2005,"2,858",644900,225.6473058,2022,34.3173997,-84.1507479,13117130203
26731,6620 LANTANA VILLAGE WAY,2/28/22,"$495,500 ",0.34,2021,"3,136",495500,158.0038265,2022,34.3104998,-84.1610928,13117130203
26732,6620 LANTANA VILLAGE WAY,9/1/21,"$391,808 ",0.34,2021,"3,136",391808,124.9387755,2021,34.3104998,-84.1610928,13117130203
26733,6620 MATTS MEADOW BND,6/12/20,"$445,000 ",0.61,2005,"3,126",445000,142.3544466,2020,34.3192135,-84.1516135,13117130203
26734,6625 FIELDS POND OVLK,4/30/20,"$429,000 ",0.72,2006,"3,091",429000,138.7900356,2020,34.3188389,-84.150807,13117130203
26735,6625 LANTANA VILLAGE WAY,9/24/21,"$428,774 ",0.32,2021,"3,072",428774,139.5748698,2021,34.3100085,-84.1607631,13117130203
26736,6625 MATTS MEADOW BND,8/20/21,"$555,000 ",0.73,2005,"3,196",555000,173.6545682,2021,34.319464,-84.151349,13117130203
26737,6630 BRITTNEY LN,7/1/21,"$330,000 ",0.63,1995,"1,485",330000,222.2222222,2021,34.2857676,-84.1602274,13117130203
26738,6630 FIELDS POND OVLK,8/14/19,"$380,000 ",0.59,2006,"3,283",380000,115.7477917,2019,34.3191781,-84.1499647,13117130203
26739,6630 LANTANA VILLAGE WAY,1/11/22,"$415,065 ",0.38,2022,"2,436",415065,170.387931,2022,34.3117068,-84.1600676,13117130203
26740,6635 BRITTNEY LN,8/9/18,"$240,000 ",0.82,1995,"2,392",240000,100.3344482,2018,34.285036,-84.159267,13117130203
26741,6635 LANTANA VILLAGE WAY,2/2/22,"$425,323 ",0.29,2022,"2,044",425323,208.0836595,2022,34.3101499,-84.1610104,13117130203
26742,6640 BRITTNEY LN,4/1/22,"$375,000 ",0.66,1995,"1,736",375000,216.0138249,2022,34.2855199,-84.1604746,13117130203
26743,6640 BRITTNEY LN,7/3/19,"$238,900 ",0.66,1995,"1,736",238900,137.6152074,2019,34.2855199,-84.1604746,13117130203
26744,6645 BRITTNEY LN,11/16/18,"$225,500 ",0.59,1995,"1,980",225500,113.8888889,2018,34.2850147,-84.1598564,13117130203
26745,6645 WESLEY TRAIL HOLW,7/29/19,"$404,000 ",0.86,2005,"2,669",404000,151.3675534,2019,34.3173536,-84.1520462,13117130203
26746,6650 BRITTNEY LN,4/5/22,"$375,000 ",0.79,1995,"2,288",375000,163.8986014,2022,34.285165,-84.160588,13117130203
26747,6655 MOCKINGBIRD RD,7/27/18,"$565,000 ",16.88,1976,"1,800",565000,313.8888889,2018,34.3186937,-84.1459358,13117130203
26748,6710 SCOTTSFIELD TRCE,7/29/22,"$635,000 ",0.63,2005,"3,229",635000,196.6553112,2022,34.3193294,-84.14968319,13117130203
26749,6715 SCOTTSFIELD TRCE,6/28/18,"$410,000 ",0.6,2005,"3,368",410000,121.7339667,2018,34.31981616,-84.1496377,13117130203
26750,6735 MOCKINGBIRD RD,1/26/18,"$289,900 ",1.08,2004,"2,299",289900,126.0983036,2018,34.3172794,-84.1436991,13117130203
26751,6755 MOCKINGBIRD RD,4/29/19,"$600,000 ",2.0,2003,"3,254",600000,184.388445,2019,34.3174277,-84.1427304,13117130203
26752,6760 CONCORD BROOK LN,11/1/19,"$400,000 ",0.44,2019,"3,567",400000,112.1390524,2019,34.326653,-84.1191663,13117130203
26753,6760 RILEY RD,1/4/19,"$160,000 ",1.07,1992,984,160000,162.601626,2019,34.3296643,-84.1233727,13117130203
26754,6760 SCOTTSFIELD TRCE,8/14/20,"$451,500 ",0.59,2005,"3,164",451500,142.699115,2020,34.32044929,-84.1487493,13117130203
26755,6765 SCOTTSFIELD TRCE,7/15/22,"$664,900 ",0.61,2005,"2,972",664900,223.7213997,2022,34.32045063,-84.14936647,13117130203
26756,6770 CONCORD BROOK LN,8/28/19,"$408,832 ",0.31,2019,"2,797",408832,146.1680372,2019,34.3265114,-84.1189189,13117130203
26757,6770 RILEY RD,12/15/21,"$335,000 ",1.65,1992,"1,300",335000,257.6923077,2021,34.3299392,-84.1227953,13117130203
26758,6770 RILEY RD,12/26/19,"$225,000 ",1.65,1992,"1,300",225000,173.0769231,2019,34.3299392,-84.1227953,13117130203
26759,6770 SCOTTSFIELD TRCE,2/27/18,"$425,000 ",0.59,2005,"3,000",425000,141.6666667,2018,34.320497,-84.148792,13117130203
26760,6780 CONCORD BROOK LN,1/30/20,"$392,173 ",0.31,2019,"2,519",392173,155.6859865,2020,34.3263306,-84.1187539,13117130203
26761,6790 CONCORD BROOK LN,9/9/19,"$440,000 ",0.27,2018,"3,470",440000,126.8011527,2019,34.3261871,-84.1184652,13117130203
26762,6805 AUSTIN BROOK BND,1/28/22,"$650,000 ",0.59,2006,"2,993",650000,217.1734046,2022,34.3217031,-84.1494289,13117130203
26763,6810 CONCORD BROOK LN,9/30/20,"$435,300 ",0.26,2018,"2,523",435300,172.5326992,2020,34.3260887,-84.1182178,13117130203
26764,6810 CONCORD BROOK LN,7/25/19,"$425,200 ",0.26,2018,"2,523",425200,168.5295283,2019,34.3260887,-84.1182178,13117130203
26765,6815 CONCORD BROOK LN,6/25/19,"$424,900 ",0.28,2018,"2,736",424900,155.2997076,2019,34.3265032,-84.1178466,13117130203
26766,6815 HARRIS DR,11/25/20,"$249,900 ",1.0,1978,"1,280",249900,195.234375,2020,34.3253608,-84.1708591,13117130203
26767,6820 AUSTIN BROOK BND,11/30/21,"$600,000 ",0.59,2005,"3,407",600000,176.1080129,2021,34.3214063,-84.1486457,13117130203
26768,6820 CONCORD BROOK LN,3/5/19,"$419,200 ",0.26,2019,"3,046",419200,137.6231123,2019,34.3259496,-84.1177951,13117130203
26769,6820 GREENFIELD LN,4/4/22,"$395,000 ",0.48,1995,"2,660",395000,148.4962406,2022,34.2949157,-84.1889451,13117130203
26770,6825 CONCORD BROOK LN,11/12/20,"$485,749 ",0.29,2020,"2,980",485749,163.0030201,2020,34.3264049,-84.1175992,13117130203
26771,6830 GREENFIELD LN,12/10/18,"$250,000 ",0.48,1994,"2,650",250000,94.33962264,2018,34.2946591,-84.1885729,13117130203
26772,6840 CONCORD BROOK LN,11/20/18,"$369,000 ",0.33,2018,"3,224",369000,114.4540943,2018,34.3257878,-84.1173517,13117130203
26773,6855 HARRIS DR,9/10/21,"$399,777 ",1.0,1997,"1,903",399777,210.0772465,2021,34.3252646,-84.1697465,13117130203
26774,6865 BANNISTER PARK LN,7/16/21,"$250,000 ",0.46,1994,"1,342",250000,186.2891207,2021,34.3256169,-84.1318257,13117130203
26775,6875 BANNISTER PARK LN,7/18/22,"$335,000 ",0.53,1995,"1,421",335000,235.7494722,2022,34.3253497,-84.1316608,13117130203
26776,6885 BANNISTER PARK LN,5/25/22,"$338,000 ",0.67,1995,"1,246",338000,271.2680578,2022,34.3247592,-84.1315164,13117130203
26777,6905 CONCORD MOUNTAIN TRL,12/14/20,"$506,000 ",0.31,2017,"2,768",506000,182.8034682,2020,34.3263065,-84.1173517,13117130203
26778,6910 CONCORD BROOK LN,6/26/19,"$398,900 ",0.36,2018,"3,313",398900,120.4044673,2019,34.3256875,-84.117063,13117130203
26779,6910 TREELINE DR,8/31/21,"$351,000 ",0.46,1994,"2,596",351000,135.2080123,2021,34.2943753,-84.188492,13117130203
26780,6915 BANNISTER RD,11/11/19,"$290,000 ",1.0,2008,"2,169",290000,133.7021669,2019,34.3274048,-84.1312484,13117130203
26781,6915 DEVON DR,6/24/20,"$244,900 ",0.59,1995,"1,456",244900,168.2005495,2020,34.324907,-84.131181,13117130203
26782,6915 DEVON DR,1/2/18,"$187,500 ",0.59,1995,"1,456",187500,128.7774725,2018,34.324907,-84.131181,13117130203
26783,6920 CONCORD BROOK LN,10/31/18,"$387,946 ",0.32,2018,"2,670",387946,145.2981273,2018,34.3256079,-84.1167537,13117130203
26784,6925 CONCORD BROOK LN,10/23/19,"$409,900 ",0.27,2018,"2,899",409900,141.393584,2019,34.326098,-84.1166094,13117130203
26785,6925 CONCORD MOUNTAIN TRL,5/15/18,"$404,480 ",0.41,2017,"3,004",404480,134.6471372,2018,34.327279,-84.1168981,13117130203
26786,6925 GREENFIELD LN,8/27/18,"$227,600 ",0.46,1994,"1,662",227600,136.9434416,2018,34.295032,-84.1877505,13117130203
26787,6930 BANNISTER PARK LN,1/20/21,"$275,500 ",0.46,1994,"1,619",275500,170.1667696,2021,34.3239488,-84.1321968,13117130203
26788,6930 BANNISTER PARK LN,10/22/20,"$215,000 ",0.46,1994,"1,619",215000,132.7980235,2020,34.3239488,-84.1321968,13117130203
26789,6930 CONCORD BROOK LN,5/30/19,"$400,000 ",0.27,2018,"3,080",400000,129.8701299,2019,34.325579,-84.1163681,13117130203
26790,6935 BANNISTER PARK LN,8/31/22,"$345,000 ",0.46,1995,"1,356",345000,254.4247788,2022,34.3239212,-84.1316195,13117130203
26791,6935 CONCORD MOUNTAIN TRL,7/27/18,"$365,500 ",0.28,2017,"2,774",365500,131.7591925,2018,34.3273496,-84.1165681,13117130203
26792,6935 GREENFIELD LN,10/7/21,"$365,000 ",0.46,1994,"2,707",365000,134.8356114,2021,34.2950616,-84.1874622,13117130203
26793,6940 CONCORD BROOK LN,5/19/21,"$490,000 ",0.26,2009,"3,448",490000,142.1113689,2021,34.3255801,-84.1161763,13117130203
26794,6945 GREENFIELD LN,7/13/21,"$372,500 ",0.46,1994,"2,746",372500,135.6518572,2021,34.2950893,-84.1871327,13117130203
26795,6950 CONCORD MOUNTAIN TRL,3/14/18,"$399,000 ",0.33,2017,"2,845",399000,140.2460457,2018,34.3268936,-84.1160732,13117130203
26796,6950 GREENFIELD LN,9/5/18,"$260,000 ",0.46,1994,"2,756",260000,94.33962264,2018,34.2946058,-84.1869679,13117130203
26797,6960 CONCORD MOUNTAIN TRL,7/20/18,"$440,030 ",0.33,2018,"3,060",440030,143.8006536,2018,34.3268571,-84.1157639,13117130203
26798,6965 CONCORD BROOK LN,5/16/18,"$529,316 ",0.47,2017,"3,870",529316,136.7741602,2018,34.3257222,-84.1150834,13117130203
26799,6965 GREENFIELD LN,10/8/20,"$257,750 ",0.46,1995,"2,672",257750,96.46332335,2020,34.2951013,-84.1864736,13117130203
26800,6970 CONCORD BROOK LN,5/19/22,"$580,000 ",0.31,2018,"2,822",580000,205.5279943,2022,34.3254394,-84.1154958,13117130203
26801,6970 CONCORD BROOK LN,8/15/19,"$399,900 ",0.31,2018,"2,822",399900,141.7080085,2019,34.3254394,-84.1154958,13117130203
26802,6970 CONCORD MOUNTAIN TRL,2/22/18,"$409,900 ",0.32,2017,"3,005",409900,136.40599,2018,34.3267794,-84.1154958,13117130203
26803,6975 CONCORD BROOK LN,10/19/20,"$445,000 ",0.34,2018,"2,828",445000,157.3550212,2020,34.3254569,-84.1149597,13117130203
26804,6975 CONCORD BROOK LN,6/18/18,"$406,727 ",0.34,2018,"2,828",406727,143.8214286,2018,34.3254569,-84.1149597,13117130203
26805,6975 CONCORD MOUNTAIN TRL,12/10/21,"$510,000 ",0.28,2017,"2,728",510000,186.9501466,2021,34.327249,-84.1153721,13117130203
26806,6980 CONCORD MOUNTAIN TRL,6/18/18,"$425,000 ",0.32,2017,"3,034",425000,140.0791035,2018,34.3267243,-84.1152484,13117130203
26807,6985 CONCORD BROOK LN,4/2/20,"$451,500 ",0.34,2019,"3,166",451500,142.6089703,2020,34.3251749,-84.1149391,13117130203
26808,6985 CONCORD MOUNTAIN TRL,7/31/18,"$419,900 ",0.39,2017,"2,477",419900,169.5195801,2018,34.3271899,-84.1150422,13117130203
26809,6990 CONCORD BROOK LN,12/10/19,"$406,000 ",0.37,2018,"3,072",406000,132.1614583,2019,34.3248735,-84.1154134,13117130203
26810,6990 CONCORD MOUNTAIN TRL,4/16/21,"$490,769 ",0.29,2021,"3,132",490769,156.695083,2021,34.3267537,-84.1149597,13117130203
26811,6995 BANNISTER RD,2/20/20,"$269,900 ",2.0,1990,"2,102",269900,128.4015224,2020,34.329002,-84.1303001,13117130203
26812,7000 GREENFIELD LN,9/29/22,"$430,000 ",0.46,1995,"1,604",430000,268.0798005,2022,34.2947065,-84.1854437,13117130203
26813,7005 BANNISTER PARK LN,10/29/20,"$230,000 ",0.46,1996,"1,289",230000,178.4328937,2020,34.3229406,-84.131001,13117130203
26814,7005 CONCORD MOUNTAIN TRL,5/21/18,"$390,150 ",0.32,2017,"2,738",390150,142.4945215,2018,34.3272193,-84.1147535,13117130203
26815,7005 CONCORD MOUNTAIN TRL,6/19/20,"$367,000 ",0.32,2017,"2,738",367000,134.0394449,2020,34.3272193,-84.1147535,13117130203
26816,7005 GREENFIELD LN,4/26/19,"$291,000 ",0.46,1995,"2,440",291000,119.2622951,2019,34.2951607,-84.1849906,13117130203
26817,7005 GREENFIELD LN,11/30/18,"$227,000 ",0.46,1995,"2,440",227000,93.03278689,2018,34.2951607,-84.1849906,13117130203
26818,7005 WESSEX WAY,4/25/19,"$240,000 ",0.49,1995,"1,676",240000,143.1980907,2019,34.3246539,-84.1306712,13117130203
26819,7010 CONCORD BROOK LN,12/15/22,"$637,500 ",0.39,2018,"3,584",637500,177.8738839,2022,34.3246023,-84.1151659,13117130203
26820,7010 CONCORD BROOK LN,3/28/19,"$440,550 ",0.39,2018,"3,584",440550,122.921317,2019,34.3246023,-84.1151659,13117130203
26821,7010 CONCORD MOUNTAIN TRL,12/8/20,"$486,725 ",0.27,2020,"3,172",486725,153.4441992,2020,34.3267398,-84.114671,13117130203
26822,7010 DEVON DR,4/17/20,"$220,000 ",0.46,1995,"1,287",220000,170.9401709,2020,34.3242295,-84.1308361,13117130203
26823,7015 CONCORD BROOK LN,11/14/18,"$453,009 ",0.38,2018,"2,981",453009,151.9654478,2018,34.3250108,-84.114671,13117130203
26824,7015 CONCORD MOUNTAIN TRL,9/28/20,"$407,500 ",0.31,2017,"2,906",407500,140.2271163,2020,34.3272466,-84.1144235,13117130203
26825,7015 CONCORD MOUNTAIN TRL,5/1/18,"$380,000 ",0.31,2017,"2,906",380000,130.7639367,2018,34.3272466,-84.1144235,13117130203
26826,7015 GREENFIELD LN,9/24/18,"$275,000 ",0.69,1995,"3,252",275000,84.56334563,2018,34.2950605,-84.1847022,13117130203
26827,7015 PINECONE WAY,11/25/20,"$305,000 ",0.46,1995,"2,795",305000,109.1234347,2020,34.2939688,-84.187215,13117130203
26828,7020 BRISTOL LN,11/20/20,"$230,000 ",0.51,1996,"1,476",230000,155.8265583,2020,34.3225105,-84.1319494,13117130203
26829,7020 CONCORD BROOK LN,4/6/20,"$440,344 ",0.33,2019,"3,232",440344,136.2450495,2020,34.324502,-84.1148772,13117130203
26830,7020 CONCORD MOUNTAIN TRL,9/11/20,"$460,000 ",0.26,2020,"2,812",460000,163.5846373,2020,34.3268124,-84.1143823,13117130203
26831,7020 DEVON DR,4/14/20,"$225,000 ",0.46,1995,"1,319",225000,170.5837756,2020,34.3239583,-84.1305887,13117130203
26832,7020 WESSEX WAY,4/9/21,"$310,000 ",0.59,1995,"1,686",310000,183.8671412,2021,34.3247108,-84.1300527,13117130203
26833,7025 CONCORD MOUNTAIN TRL,7/12/19,"$400,000 ",0.29,2018,"3,832",400000,104.3841336,2019,34.327272,-84.1140523,13117130203
26834,7030 BRISTOL TRL,3/12/19,"$234,900 ",0.48,1996,"1,308",234900,179.587156,2019,34.3223514,-84.132238,13117130203
26835,7030 CONCORD MOUNTAIN TRL,12/17/20,"$474,900 ",0.31,2020,"3,201",474900,148.3598875,2020,34.3267986,-84.1140936,13117130203
26836,7035 CONCORD BROOK LN,8/30/18,"$394,725 ",0.31,2018,"3,296",394725,119.7587985,2018,34.3249517,-84.114341,13117130203
26837,7035 CONCORD MOUNTAIN TRL,10/31/18,"$398,180 ",0.35,2018,"3,397",398180,117.2151899,2018,34.327215,-84.1137636,13117130203
26838,7040 CONCORD BROOK LN,4/15/21,"$502,675 ",0.31,2021,"3,157",502675,159.2255306,2021,34.3245155,-84.1142586,13117130203
26839,7040 CONCORD MOUNTAIN TRL,12/19/18,"$488,276 ",0.36,2018,"3,443",488276,141.81702,2018,34.3267375,-84.1137224,13117130203
26840,7045 CONCORD MOUNTAIN TRL,7/31/18,"$403,000 ",0.48,2018,"2,710",403000,148.7084871,2018,34.3271559,-84.1134337,13117130203
26841,7045 WESSEX WAY,11/6/18,"$192,000 ",0.54,1995,"1,412",192000,135.9773371,2018,34.3252944,-84.1305063,13117130203
26842,7050 BANNISTER RD,8/21/19,"$300,000 ",1.31,1995,"1,728",300000,173.6111111,2019,34.3290446,-84.1275787,13117130203
26843,7050 CONCORD BROOK LN,12/23/19,"$591,445 ",0.31,2019,"4,479",591445,132.0484483,2019,34.3244398,-84.1140317,13117130203
26844,7050 GREENFIELD LN,3/15/19,"$237,000 ",0.49,1995,"2,810",237000,84.34163701,2019,34.2945179,-84.1851141,13117130203
26845,7050 GREENFIELD LN,5/28/21,"$315,000 ",0.49,1995,"2,810",315000,112.0996441,2021,34.29453556,-84.18510872,13117130203
26846,7055 CONCORD BROOK LN,11/18/20,"$420,748 ",0.29,2020,"3,014",420748,139.5978766,2020,34.3250517,-84.1137224,13117130203
26847,7055 CONCORD MOUNTAIN TRL,5/21/18,"$448,724 ",0.82,2017,"2,770",448724,161.9942238,2018,34.3268474,-84.1134021,13117130203
26848,7055 DAHLONEGA HWY,12/4/19,"$239,500 ",0.9,1947,"2,803",239500,85.44416696,2019,34.3344877,-84.1175992,13117130203
26849,7055 DAHLONEGA HWY,6/13/18,"$130,000 ",0.9,1947,"2,803",130000,46.37887977,2018,34.3344877,-84.1175992,13117130203
26850,7055 PINECONE WAY,7/30/21,"$315,000 ",0.47,1995,"2,864",315000,109.9860335,2021,34.2932616,-84.1859792,13117130203
26851,7060 CONCORD BROOK LN,4/16/21,"$474,900 ",0.3,2021,"3,063",474900,155.0440744,2021,34.3244013,-84.1136811,13117130203
26852,7060 CONCORD MOUNTAIN TRL,4/1/19,"$408,970 ",0.33,2019,"3,118",408970,131.1642078,2019,34.3265095,-84.1134749,13117130203
26853,7065 CONCORD MOUNTAIN TRL,12/12/18,"$493,299 ",0.91,2018,"3,880",493299,127.1389175,2018,34.3266031,-84.1130189,13117130203
26854,7065 GREENFIELD LN,9/18/20,"$339,900 ",0.46,1995,"2,819",339900,120.5746719,2020,34.293826,-84.1851141,13117130203
26855,7065 GREENFIELD LN,5/31/19,"$309,000 ",0.46,1995,"2,819",309000,109.6133381,2019,34.293826,-84.1851141,13117130203
26856,7065 PINECONE WAY,4/26/18,"$309,900 ",0.61,1995,"2,818",309900,109.9716111,2018,34.2930749,-84.1856909,13117130203
26857,7070 CONCORD BROOK LN,9/14/18,"$545,930 ",0.46,2018,"2,569",545930,212.506812,2018,34.3244945,-84.1133718,13117130203
26858,7070 CONCORD MOUNTAIN TRL,6/30/20,"$408,483 ",0.3,2020,"3,185",408483,128.2521193,2020,34.3262874,-84.1133512,13117130203
26859,7075 CONCORD MOUNTAIN TRL,5/27/20,"$479,000 ",0.33,2020,"3,184",479000,150.4396985,2020,34.3265976,-84.1126088,13117130203
26860,7075 WESSEX WAY,5/14/18,"$188,100 ",0.52,1995,"1,325",188100,141.9622642,2018,34.3259783,-84.1312484,13117130203
26861,7085 CONCORD MOUNTAIN TRL,3/15/18,"$539,946 ",0.4,2017,"3,368",539946,160.3165083,2018,34.326299,-84.1126913,13117130203
26862,7085 PINECONE WAY,11/19/20,"$267,000 ",0.64,1995,"2,827",267000,94.44640962,2020,34.2927075,-84.1852377,13117130203
26863,7090 PINECONE WAY,4/14/20,"$215,000 ",0.46,1995,"2,824",215000,76.13314448,2020,34.2920627,-84.1853201,13117130203
26864,7090 WESSEX WAY,7/15/20,"$232,000 ",0.61,1995,"1,458",232000,159.122085,2020,34.3262772,-84.1309887,13117130203
26865,7090 WESSEX WAY,3/9/18,"$197,500 ",0.61,1995,"1,458",197500,135.4595336,2018,34.3262772,-84.1309887,13117130203
26866,7105 BANNISTER PARK LN,4/27/18,"$195,000 ",1.3,2007,"1,300",195000,150.0,2018,34.322186,-84.129803,13117130203
26867,7110 BAGBY LN,7/27/18,"$370,000 ",2.14,1990,"2,927",370000,126.4092928,2018,34.3311361,-84.1180116,13117130203
26868,7125 BANNISTER PARK LN,4/6/22,"$341,000 ",0.63,1997,"1,708",341000,199.6487119,2022,34.3215237,-84.1303001,13117130203
26869,7125 FREEMAN RD,2/26/18,"$287,000 ",3.93,1984,"1,463",287000,196.1722488,2018,34.3313079,-84.1726922,13117130203
26870,7130 BANNISTER PARK LN,5/27/22,"$350,000 ",0.5,1996,"1,356",350000,258.1120944,2022,34.3215966,-84.1309186,13117130203
26871,7130 PINECONE WAY,10/13/20,"$278,000 ",0.58,1995,"2,842",278000,97.81843772,2020,34.292446,-84.184297,13117130203
26872,7135 ROYSTON WAY,6/4/21,"$355,000 ",0.45,1996,"1,307",355000,271.6143841,2021,34.3227151,-84.1335161,13117130203
26873,7155 BANNISTER PARK LN,5/26/22,"$425,000 ",0.63,1996,"1,588",425000,267.6322418,2022,34.3208636,-84.1309598,13117130203
26874,7155 BANNISTER PARK LN,1/16/20,"$245,500 ",0.63,1996,"1,588",245500,154.5969773,2020,34.3208636,-84.1309598,13117130203
26875,7155 ROYSTON WAY,11/15/18,"$232,000 ",1.67,1997,"1,530",232000,151.6339869,2018,34.3236681,-84.1335574,13117130203
26876,7165 FREEMAN RD,3/19/21,"$260,000 ",1.84,1984,"1,412",260000,184.1359773,2021,34.333101,-84.172257,13117130203
26877,7175 BANNISTER PARK LN,7/22/20,"$242,000 ",0.45,1996,"1,465",242000,165.1877133,2020,34.3207037,-84.1316814,13117130203
26878,7175 BANNISTER PARK LN,2/14/18,"$200,000 ",0.45,1996,"1,465",200000,136.5187713,2018,34.3207037,-84.1316814,13117130203
26879,7185 BANNISTER PARK LN,5/2/18,"$155,000 ",0.52,1996,"1,383",155000,112.0751988,2018,34.3206988,-84.1320318,13117130203
26880,7190 BANNISTER PARK LN,10/18/19,"$185,000 ",0.6,1995,"1,452",185000,127.4104683,2019,34.3210545,-84.132238,13117130203
26881,7210 FREEMAN RD,10/22/20,"$224,300 ",1.0,2020,"1,364",224300,164.4428152,2020,34.3317584,-84.1708591,13117130203
26882,7210 WESTRAY RD,4/4/22,"$975,000 ",5.0,2005,"3,689",975000,264.2992681,2022,34.3298693,-84.1538804,13117130203
26883,7210 WESTRAY RD,10/18/18,"$705,000 ",5.0,2005,"3,689",705000,191.1087015,2018,34.3298693,-84.1538804,13117130203
26884,7230 GOVAN RD,9/25/18,"$350,000 ",0.8,2008,"2,811",350000,124.5108502,2018,34.3313317,-84.1251489,13117130203
26885,7240 WESTRAY RD,8/27/20,"$560,000 ",4.5,2001,"2,992",560000,187.1657754,2020,34.330164,-84.1528088,13117130203
26886,7270 HEDGEROSE DR,7/30/20,"$405,000 ",0.59,2008,"2,225",405000,182.0224719,2020,34.3314599,-84.1229603,13117130203
26887,7290 HEDGEROSE DR,10/2/20,"$387,000 ",0.59,2015,"2,836",387000,136.4598025,2020,34.3318116,-84.123084,13117130203
26888,7305 HEDGEROSE DR,9/9/21,"$550,000 ",0.59,2015,"2,919",550000,188.420692,2021,34.3323854,-84.1233314,13117130203
26889,7310 HEDGEROSE DR,4/7/20,"$378,000 ",0.59,2015,"2,710",378000,139.4833948,2020,34.3321023,-84.1228366,13117130203
26890,7315 ASHLEY OAKS DR,1/6/22,"$500,000 ",2.0,2001,"2,486",500000,201.1263073,2022,34.3333462,-84.175618,13117130203
26891,7315 ASHLEY TRCE,3/24/22,"$749,000 ",2.0,1998,"2,833",749000,264.3840452,2022,34.3322145,-84.1754532,13117130203
26892,7320 HEDGEROSE DR,9/30/19,"$375,000 ",0.61,2007,"2,866",375000,130.8443824,2019,34.332298,-84.1224639,13117130203
26893,7330 HEDGEROSE DR,9/21/20,"$400,000 ",0.59,2007,"2,692",400000,148.5884101,2020,34.3327142,-84.1225273,13117130203
26894,7335 WESTRAY RD,8/30/22,"$100,000 ",0.46,1946,940,100000,106.3829787,2022,34.3307074,-84.1540363,13117130203
26895,7340 HEDGEROSE DR,5/16/18,"$324,500 ",0.59,2016,"2,779",324500,116.7686218,2018,34.3329942,-84.1225067,13117130203
26896,7410 JOHN PIRKLE DR,6/13/19,"$331,000 ",0.59,2016,"2,961",331000,111.7865586,2019,34.3334228,-84.1233314,13117130203
26897,7420 HEDGEROSE DR,3/12/21,"$359,000 ",0.85,2008,"2,360",359000,152.1186441,2021,34.3337556,-84.1230318,13117130203
26898,7420 JOHN PIRKLE DR,6/14/18,"$369,000 ",0.59,2016,"2,769",369000,133.2611051,2018,34.333366,-84.12395,13117130203
26899,7430 HEDGEROSE DR,7/26/22,"$573,000 ",0.72,2008,"2,523",573000,227.1105826,2022,34.3342389,-84.122716,13117130203
26900,7430 HEDGEROSE DR,7/24/20,"$368,400 ",0.72,2008,"2,523",368400,146.0166468,2020,34.3342389,-84.122716,13117130203
26901,7430 JOHN PIRKLE DR,9/30/21,"$599,900 ",1.41,2021,"3,585",599900,167.3361227,2021,34.3331222,-84.1237471,13117130203
26902,7440 HEDGEROSE DR,7/19/18,"$449,000 ",0.66,2008,"2,172",449000,206.7219153,2018,34.3342979,-84.1231046,13117130203
26903,7480 HEDGEROSE DR,7/9/21,"$589,900 ",0.77,2021,"3,621",589900,162.9107981,2021,34.334321,-84.124593,13117130203
26904,7485 HEDGEROSE DR,9/25/20,"$398,000 ",0.63,2016,"2,961",398000,134.4140493,2020,34.333929,-84.1244242,13117130203
26905,7610 BANNISTER RD,10/23/18,"$139,000 ",1.0,1954,"1,380",139000,100.7246377,2018,34.3333035,-84.1174651,13117130203
26906,7720 SILVERSMITH DR,12/20/21,"$355,000 ",0.62,1993,"1,304",355000,272.2392638,2021,34.3329845,-84.1168981,13117130203
